"Departure_Time","Airline_Code","Airline","Destination_Airport","Destination_Code","Destination_City","Flight_Code","Duration"
"14:45","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E2285","2h 0m"
"14:50","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E407","1h 15m"
"14:55","IX","Air India Express","Kempegowda International Airport","BLR","Bengaluru","IX2718","1h 45m"
"15:15","IX","Air India Express","Jaipur","JAI","Jaipur","IX2458","1h 45m"
"15:50","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E6553","1h 25m"
"15:50","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI1839","2h 25m"
"16:20","IC","Fly91","Jalgaon Airport","JLG","Jalgaon","IC5206","1h 20m"
"16:35","IX","Air India Express","Lucknow","LKO","Lucknow","IX1618","2h 15m"
"16:40","S5","Star Air","Nanded Airport","NDC","Nanded","S5250","1h 20m"
"16:45","6E","IndiGo","Varanasi","VNS","Varanasi","6E672","2h 5m"
"16:50","QP","Akasa Air","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","QP1563","2h 45m"
"16:55","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E137","1h 40m"
"17:35","QP","Akasa Air","Kempegowda International Airport","BLR","Bengaluru","QP1316","1h 40m"
"17:40","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E6561","2h 30m"
"17:55","QP","Akasa Air","Ahmedabad Airport","AMD","Ahmedabad","QP1916","1h 30m"
"18:45","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI2972","2h 25m"
"18:45","6E","IndiGo","Hubli Airport","HBX","Hubli","6E7069","1h 20m"
"18:50","IX","Air India Express","Indira Gandhi International Airport","DEL","Delhi","IX1231","2h 25m"
"18:55","IX","Air India Express","Kempegowda International Airport","BLR","Bengaluru","IX2874","1h 45m"
"19:00","6E","IndiGo","Chennai International","MAA","Chennai","6E6714","1h 45m"
"19:10","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E2126","2h 15m"
"20:10","S5","Star Air","Rajiv Gandhi International Airport","HYD","Hyderabad","S5174","1h 10m"
"20:30","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI1853","2h 25m"
"20:55","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E107","1h 40m"
"21:00","SG","SpiceJet","Dubai International Airport","DXB","Dubai","SG51","3h 25m"
"21:00","6E","IndiGo","Indira Gandhi International Airport","DEL","Delhi","6E2624","2h 15m"
"21:05","QP","Akasa Air","Indira Gandhi International Airport","DEL","Delhi","QP1810","2h 35m"
"21:10","IX","Air India Express","Kempegowda International Airport","BLR","Bengaluru","IX2839","1h 45m"
"21:15","IX","Air India Express","Bhubaneshwar","BBI","Bhubaneswar","IX1098","2h 15m"
"22:00","AI","Air India","Indira Gandhi International Airport","DEL","Delhi","AI1804","2h 25m"
"22:10","QP","Akasa Air","Kempegowda International Airport","BLR","Bengaluru","QP1318","1h 45m"
"22:20","6E","IndiGo","Rajiv Gandhi International Airport","HYD","Hyderabad","6E103","1h 20m"
"22:40","6E","IndiGo","Ahmedabad Airport","AMD","Ahmedabad","6E547","1h 20m"
"22:45","6E","IndiGo","Chennai International","MAA","Chennai","6E238","1h 50m"
"22:50","QP","Akasa Air","Ahmedabad Airport","AMD","Ahmedabad","QP1918","1h 30m"
"23:30","6E","IndiGo","Jaipur","JAI","Jaipur","6E6117","1h 50m"
"23:40","6E","IndiGo","Patna","PAT","Patna","6E653","2h 20m"
"23:45","6E","IndiGo","Kolkata Netaji Subhas Chandra Bose Intl Airport","CCU","Kolkata","6E6921","2h 35m"
"23:50","6E","IndiGo","Kempegowda International Airport","BLR","Bengaluru","6E6055","1h 40m"
"23:55","6E","IndiGo","Nagpur","NAG","Nagpur","6E6798","1h 25m"
